,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
0,1607,Troy,Hudson,Troy Hudson,"Hudson, Troy",T. Hudson,troy-hudson,1976-03-13T00:00:00,Southern Illinois,USA,Southern Illinois/USA,6-1,178,11,,Guard,Inactive,N,0,,,,,troy_hudson,1997,2007,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,988,Randy,Livingston,Randy Livingston,"Livingston, Randy",R. Livingston,randy-livingston,1975-04-02T00:00:00,Louisiana State,USA,Louisiana State/USA,6-4,209,11,14,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,randy_livingston,1996,2006,Y,Y,Y,1996,2,42,N
0,383,Kendall,Gill,Kendall Gill,"Gill, Kendall",K. Gill,kendall-gill,1968-05-25T00:00:00,Illinois,USA,Illinois/USA,6-5,216,15,,Guard,Inactive,N,0,,,,,kendall_gill,1990,2004,N,Y,Y,1990,1,5,N
0,2230,Maurice,Evans,Maurice Evans,"Evans, Maurice",M. Evans,maurice-evans,1978-11-08T00:00:00,Texas,USA,Texas-Austin/USA,6-5,220,10,6,Guard-Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,maurice_evans,2001,2011,N,Y,Y,Undrafted,Undrafted,Undrafted,N
0,2569,Ndudi,Ebi,Ndudi Ebi,"Ebi, Ndudi",N. Ebi,ndudi-ebi,1984-06-18T00:00:00,Westbury Christian HS (TX),USA,Westbury Christian HS (TX)/USA,6-9,195,3,44,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,ndudi_ebi,2003,2004,Y,Y,Y,2003,1,26,N
0,911,Ervin,Johnson,Ervin Johnson,"Johnson, Ervin",E. Johnson,ervin-johnson,1967-12-21T00:00:00,New Orleans,USA,New Orleans/USA,6-11,245,13,40,Center,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,ervin_johnson,1993,2005,N,Y,Y,1993,1,23,N
0,2058,Mark,Madsen,Mark Madsen,"Madsen, Mark",M. Madsen,mark-madsen,1976-01-28T00:00:00,Stanford,USA,Stanford/USA,6-9,255,10,35,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,mark_madsen,2000,2008,N,Y,Y,2000,1,29,N
0,1709,Michael,Olowokandi,Michael Olowokandi,"Olowokandi, Michael",M. Olowokandi,michael-olowokandi,1975-04-03T00:00:00,Pacific,Nigeria,Pacific/Nigeria,7-0,270,10,41,Center,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,michael_olowokandi,1998,2006,N,Y,Y,1998,1,1,N
0,697,Fred,Hoiberg,Fred Hoiberg,"Hoiberg, Fred",F. Hoiberg,fred-hoiberg,1972-10-15T00:00:00,Iowa State,USA,Iowa State/USA,6-5,210,11,32,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,fred_hoiberg,1995,2004,N,Y,Y,1995,2,52,N
0,2239,Trenton,Hassell,Trenton Hassell,"Hassell, Trenton",T. Hassell,trenton-hassell,1979-03-04T00:00:00,Austin Peay,USA,Austin Peay/USA,6-5,227,10,44,Forward-Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,trenton_hassell,2001,2009,N,Y,Y,2001,2,29,N
0,208,Sam,Cassell,Sam Cassell,"Cassell, Sam",S. Cassell,sam-cassell,1969-11-18T00:00:00,Florida State,USA,Florida State/USA,6-3,185,16,28,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,sam_cassell,1993,2007,N,Y,Y,1993,1,24,N
0,84,Latrell,Sprewell,Latrell Sprewell,"Sprewell, Latrell",L. Sprewell,latrell-sprewell,1970-09-08T00:00:00,Alabama,USA,Alabama/USA,6-5,195,14,8,Guard,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,latrell_sprewell,1992,2004,N,Y,Y,1992,1,24,N
0,932,Oliver,Miller,Oliver Miller,"Miller, Oliver",O. Miller,oliver-miller,1970-04-06T00:00:00,Arkansas,USA,Arkansas/USA,6-9,315,10,3,Center,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,oliver_miller,1992,2003,N,Y,Y,1992,1,22,N
0,2204,Eddie,Griffin,Eddie Griffin,"Griffin, Eddie",E. Griffin,eddie-griffin,1982-05-30T00:00:00,Seton Hall,USA,Seton Hall/USA,6-9,222,5,,Forward,Inactive,N,0,,,,,eddie_griffin,2001,2006,N,Y,Y,2001,1,7,N
0,1519,John,Thomas,John Thomas,"Thomas, John",J. Thomas,john-thomas,1975-09-08T00:00:00,Minnesota,USA,Minnesota/USA,6-9,265,6,41,Center,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,john_thomas,1997,2005,Y,Y,Y,1997,1,25,N
0,1853,Anthony,Carter,Anthony Carter,"Carter, Anthony",A. Carter,anthony-carter,1975-06-16T00:00:00,Hawaii,USA,Hawaii/USA,6-1,190,14,,Guard,Inactive,N,0,,,,,anthony_carter,1999,2011,N,Y,Y,Undrafted,Undrafted,Undrafted,N
0,2060,Marko,Jaric,Marko Jaric,"Jaric, Marko",M. Jaric,marko-jaric,1978-12-10T00:00:00,Virtus Bologna,Serbia,Virtus Bologna/Serbia,6-7,224,8,55,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,marko_jaric,2002,2008,N,Y,Y,2000,2,30,N
0,1729,Ricky,Davis,Ricky Davis,"Davis, Ricky",R. Davis,ricky-davis,1979-09-23T00:00:00,Iowa,USA,Iowa/USA,6-7,195,12,,Guard,Inactive,N,0,,,,,ricky_davis,1998,2009,Y,Y,Y,1998,1,21,N
0,1548,Mark,Blount,Mark Blount,"Blount, Mark",M. Blount,mark-blount,1975-11-30T00:00:00,Pittsburgh,USA,Pittsburgh/USA,7-0,250,10,15,Center-Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,mark_blount,2000,2008,N,Y,Y,1997,2,54,N
0,2648,Ronald,Dupree,Ronald Dupree,"Dupree, Ronald",R. Dupree,ronald-dupree,1981-01-26T00:00:00,Louisiana State,USA,Louisiana State/USA,6-7,209,7,,Forward,Inactive,N,0,,,,,ronald_dupree,2003,2010,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,2770,Justin,Reed,Justin Reed,"Reed, Justin",J. Reed,justin-reed,1982-01-16T00:00:00,Mississippi,USA,Mississippi/USA,6-8,240,4,,Forward,Inactive,N,0,,,,,justin_reed,2004,2006,Y,Y,Y,2004,2,40,N
0,101152,Bracey,Wright,Bracey Wright,"Wright, Bracey",B. Wright,bracey-wright,1984-07-01T00:00:00,Indiana,USA,Indiana/USA,6-3,201,2,6,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,bracey_wright,2005,2006,Y,Y,Y,2005,2,47,N
0,2556,Marcus,Banks,Marcus Banks,"Banks, Marcus",M. Banks,marcus-banks,1981-11-19T00:00:00,UNLV,USA,UNLV/USA,6-2,205,9,15,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,marcus_banks,2003,2010,Y,Y,Y,2003,1,13,N
0,101119,Rashad,McCants,Rashad McCants,"McCants, Rashad",R. McCants,rashad-mccants,1984-09-25T00:00:00,North Carolina,USA,North Carolina/USA,6-4,215,5,7,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,rashad_mccants,2005,2008,Y,Y,Y,2005,1,14,N
0,200783,Craig,Smith,Craig Smith,"Smith, Craig",C. Smith,craig-smith,1983-11-10T00:00:00,Boston College,USA,Boston College/USA,6-7,265,6,83,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,craig_smith,2006,2011,Y,Y,Y,2006,2,36,N
0,200751,Randy,Foye,Randy Foye,"Foye, Randy",R. Foye,randy-foye,1983-09-24T00:00:00,Villanova,USA,Villanova/USA,6-4,218,12,2,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,randy_foye,2006,2016,N,Y,Y,2006,1,7,N
0,1720,Michael,Doleac,Michael Doleac,"Doleac, Michael",M. Doleac,michael-doleac,1977-06-15T00:00:00,Utah,USA,Utah/USA,6-11,262,11,51,Center,Inactive,N,1610612753,Magic,ORL,magic,Orlando,michael_doleac,1998,2007,N,Y,Y,1998,1,12,N
0,201181,Chris,Richard,Chris Richard,"Richard, Chris",C. Richard,chris-richard,1984-12-25T00:00:00,Florida,USA,Florida/USA,6-9,256,3,35,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,chris_richard,2007,2009,Y,Y,Y,2007,2,41,N
0,2745,Kirk,Snyder,Kirk Snyder,"Snyder, Kirk",K. Snyder,kirk-snyder,1983-06-05T00:00:00,Nevada-Reno,USA,Nevada-Reno/USA,6-6,225,5,30,Forward-Guard,Inactive,N,1610612740,Hornets,NOK,pelicans,New Orleans/Oklahoma City,kirk_snyder,2004,2007,N,Y,Y,2004,1,16,N
0,2744,Al,Jefferson,Al Jefferson,"Jefferson, Al",A. Jefferson,al-jefferson,1985-01-04T00:00:00,Prentiss HS (MS),USA,Prentiss HS (MS)/USA,6-10,280,14,25,Center,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,al_jefferson,2004,2017,N,Y,Y,2004,1,15,N
0,952,Antoine,Walker,Antoine Walker,"Walker, Antoine",A. Walker,antoine-walker,1976-08-12T00:00:00,Kentucky,USA,Kentucky/USA,6-9,245,13,24,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,antoine_walker,1996,2007,Y,Y,Y,1996,1,6,N
0,201147,Corey,Brewer,Corey Brewer,"Brewer, Corey",C. Brewer,corey-brewer,1986-03-05T00:00:00,Florida,USA,Florida/USA,6-9,188,14,13,Guard-Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,corey_brewer,2007,2019,N,Y,Y,2007,1,7,N
0,101155,Ryan,Gomes,Ryan Gomes,"Gomes, Ryan",R. Gomes,ryan-gomes,1982-09-01T00:00:00,Providence,USA,Providence/USA,6-7,245,8,,Forward,Inactive,N,0,,,,,ryan_gomes,2005,2013,Y,Y,Y,2005,2,50,N
0,1761,Greg,Buckner,Greg Buckner,"Buckner, Greg",G. Buckner,greg-buckner,1976-09-16T00:00:00,Clemson,USA,Clemson/USA,6-4,210,11,7,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,greg_buckner,1999,2008,N,Y,Y,1998,2,53,N
0,2742,Sebastian,Telfair,Sebastian Telfair,"Telfair, Sebastian",S. Telfair,sebastian-telfair,1985-06-09T00:00:00,Abraham Lincoln HS (NY),USA,Abraham Lincoln HS (NY)/USA,6-0,170,10,,Guard,Inactive,N,0,,,,,sebastian_telfair,2004,2014,N,Y,Y,2004,1,13,N
0,201567,Kevin,Love,Kevin Love,"Love, Kevin",K. Love,kevin-love,1988-09-07T00:00:00,UCLA,USA,UCLA/USA,6-8,251,15,0,Forward-Center,Active,N,1610612748,Heat,MIA,heat,Miami,kevin_love,2008,2023,N,Y,Y,2008,1,5,N
0,2215,Jason,Collins,Jason Collins,"Collins, Jason",J. Collins,jason-collins,1978-12-02T00:00:00,Stanford,USA,Stanford/USA,7-0,255,13,98,Center,Inactive,N,1610612751,Nets,BKN,nets,Brooklyn,jason_collins,2001,2013,N,Y,Y,2001,1,18,N
0,2034,Mike,Miller,Mike Miller,"Miller, Mike",M. Miller,mike-miller,1980-02-19T00:00:00,Florida,USA,Florida/USA,6-8,218,18,3,Guard-Forward,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,mike_miller,2000,2016,N,Y,Y,2000,1,5,N
0,200749,Shelden,Williams,Shelden Williams,"Williams, Shelden",S. Williams,shelden-williams,1983-10-21T00:00:00,Duke,USA,Duke/USA,6-9,250,7,33,Center-Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,shelden_williams,2006,2011,N,Y,Y,2006,1,5,N
0,2073,Brian,Cardinal,Brian Cardinal,"Cardinal, Brian",B. Cardinal,brian-cardinal,1977-05-02T00:00:00,Purdue,USA,Purdue/USA,6-8,240,13,35,Forward,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,brian_cardinal,2000,2011,N,Y,Y,2000,2,44,N
0,1563,Kevin,Ollie,Kevin Ollie,"Ollie, Kevin",K. Ollie,kevin-ollie,1972-12-27T00:00:00,Connecticut,USA,Connecticut/USA,6-2,195,14,7,Guard,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,kevin_ollie,1997,2009,N,Y,Y,Undrafted,Undrafted,Undrafted,N
0,200760,Rodney,Carney,Rodney Carney,"Carney, Rodney",R. Carney,rodney-carney,1984-04-05T00:00:00,Memphis,USA,Memphis/USA,6-7,205,5,,Forward,Inactive,N,0,,,,,rodney_carney,2006,2010,Y,Y,Y,2006,1,16,N
0,201628,Bobby,Brown,Bobby Brown,"Brown, Bobby",B. Brown,bobby-brown,1984-09-24T00:00:00,Cal State-Fullerton,USA,California State-Fullerton/USA,6-2,175,4,,Guard,Inactive,N,0,,,,,bobby_brown,2008,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,201880,Greg,Stiemsma,Greg Stiemsma,"Stiemsma, Greg",G. Stiemsma,greg-stiemsma,1985-09-26T00:00:00,Wisconsin,USA,Wisconsin/USA,6-11,260,5,34,Center,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,greg_stiemsma,2009,2014,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,2545,Darko,Milicic,Darko Milicic,"Milicic, Darko",D. Milicic,darko-milicic,1985-06-20T00:00:00,Hemoform,Serbia,Hemoform/Serbia,7-0,275,10,,Center,Inactive,N,0,,,,,darko_milicic,2003,2012,N,Y,Y,2003,1,2,N
0,201961,Wayne,Ellington,Wayne Ellington,"Ellington, Wayne",W. Ellington,wayne-ellington,1987-11-29T00:00:00,North Carolina,USA,North Carolina/USA,6-4,207,14,2,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,wayne_ellington,2009,2021,N,Y,Y,2009,1,28,N
0,201605,Nathan,Jawai,Nathan Jawai,"Jawai, Nathan",N. Jawai,nathan-jawai,1986-10-10T00:00:00,Midland (Texas),Australia,Midland (Texas)/Australia,6-10,280,3,15,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,nathan_jawai,2008,2009,Y,Y,Y,2008,2,41,N
0,2562,Sasha,Pavlovic,Sasha Pavlovic,"Pavlovic, Sasha",S. Pavlovic,sasha-pavlovic,1983-11-15T00:00:00,Buducnost,Montenegro,Buducnost/Montenegro,6-7,235,11,3,Guard-Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,sasha_pavlovic,2003,2012,N,Y,Y,2003,1,19,N
0,201938,Jonny,Flynn,Jonny Flynn,"Flynn, Jonny",J. Flynn,jonny-flynn,1989-02-06T00:00:00,Syracuse,USA,Syracuse/USA,6-0,185,4,3,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,jonny_flynn,2009,2011,Y,Y,Y,2009,1,6,N
0,201196,Ramon,Sessions,Ramon Sessions,"Sessions, Ramon",R. Sessions,ramon-sessions,1986-04-11T00:00:00,Nevada-Reno,USA,Nevada-Reno/USA,6-3,190,12,9,Guard,Inactive,N,1610612766,Hornets,CHA,hornets,Charlotte,ramon_sessions,2007,2017,Y,Y,Y,2007,2,56,N
0,200762,Oleksiy,Pecherov,Oleksiy Pecherov,"Pecherov, Oleksiy",O. Pecherov,oleksiy-pecherov,1985-12-08T00:00:00,Kyiv,Ukraine,Kyiv/Ukraine,7-0,234,4,4,Forward-Center,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,oleksiy_pecherov,2007,2009,N,Y,Y,2006,1,18,N
0,2863,Damien,Wilkins,Damien Wilkins,"Wilkins, Damien",D. Wilkins,damien-wilkins,1980-01-11T00:00:00,Georgia,USA,Georgia/USA,6-6,217,10,,Guard-Forward,Inactive,N,0,,,,,damien_wilkins,2004,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,200797,Ryan,Hollins,Ryan Hollins,"Hollins, Ryan",R. Hollins,ryan-hollins,1984-10-10T00:00:00,UCLA,USA,UCLA/USA,7-0,240,10,,Center,Inactive,N,0,,,,,ryan_hollins,2006,2015,Y,Y,Y,2006,2,50,N
0,201229,Anthony,Tolliver,Anthony Tolliver,"Tolliver, Anthony",A. Tolliver,anthony-tolliver,1985-06-01T00:00:00,Creighton,USA,Creighton/USA,6-8,240,14,43,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,anthony_tolliver,2008,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,202351,Lazar,Hayward,Lazar Hayward,"Hayward, Lazar",L. Hayward,lazar-hayward,1986-11-26T00:00:00,Marquette,USA,Marquette/USA,6-6,225,4,,Forward,Inactive,N,0,,,,,lazar_hayward,2010,2012,Y,Y,Y,2010,1,30,N
0,201576,Anthony,Randolph,Anthony Randolph,"Randolph, Anthony",A. Randolph,anthony-randolph,1989-07-15T00:00:00,Louisiana State,USA,Louisiana State/USA,,,6,,,Inactive,N,0,,,,,anthony_randolph,2008,2016,N,Y,Y,2008,1,14,N
0,201593,Nikola,Pekovic,Nikola Pekovic,"Pekovic, Nikola",N. Pekovic,nikola-pekovic,1986-01-03T00:00:00,Panathinaikos,Montenegro,Panathinaikos/Montenegro,6-11,307,7,14,Center,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,nikola_pekovic,2010,2016,N,Y,Y,2008,2,31,N
0,2557,Luke,Ridnour,Luke Ridnour,"Ridnour, Luke",L. Ridnour,luke-ridnour,1981-02-13T00:00:00,Oregon,USA,Oregon/USA,6-2,175,12,13,Guard,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,luke_ridnour,2003,2014,N,Y,Y,2003,1,14,N
0,201563,Michael,Beasley,Michael Beasley,"Beasley, Michael",M. Beasley,michael-beasley,1989-01-09T00:00:00,Kansas State,USA,Kansas State/USA,6-9,235,12,,Forward,Inactive,N,0,,,,,michael_beasley,2008,2018,N,Y,Y,2008,1,2,N
0,101110,Martell,Webster,Martell Webster,"Webster, Martell",M. Webster,martell-webster,1986-12-04T00:00:00,Seattle Preparatory HS (WA),USA,Seattle Preparatory HS (WA)/USA,6-7,230,11,9,Forward-Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,martell_webster,2005,2014,Y,Y,Y,2005,1,6,N
0,202325,Wesley,Johnson,Wesley Johnson,"Johnson, Wesley",W. Johnson,wesley-johnson,1987-07-11T00:00:00,Syracuse,USA,Syracuse/USA,6-7,215,10,4,Forward-Guard,Inactive,N,1610612746,Clippers,LAC,clippers,LA,wesley_johnson,2010,2018,N,Y,Y,2010,1,4,N
0,1802,Brad,Miller,Brad Miller,"Miller, Brad",B. Miller,brad-miller,1976-04-12T00:00:00,Purdue,USA,Purdue/USA,7-0,261,15,52,Center-Forward,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,brad_miller,1998,2011,N,Y,Y,Undrafted,Undrafted,Undrafted,N
0,200826,J.J.,Barea,J.J. Barea,"Barea, J.J.",J. Barea,jj-barea,1984-06-26T00:00:00,Northeastern,Puerto Rico,Northeastern/Puerto Rico,5-10,180,15,5,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,j.j._barea,2006,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,201937,Ricky,Rubio,Ricky Rubio,"Rubio, Ricky",R. Rubio,ricky-rubio,1990-10-21T00:00:00,FC Barcelona,Spain,FC Barcelona/Spain,6-2,190,12,13,Guard,Active,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,ricky_rubio,2011,2023,N,Y,Y,2009,1,5,N
0,202682,Derrick,Williams,Derrick Williams,"Williams, Derrick",D. Williams,derrick-williams,1991-05-25T00:00:00,Arizona,USA,Arizona/USA,6-8,240,7,,Forward,Inactive,N,0,,,,,derrick_williams,2011,2017,N,Y,Y,2011,1,2,N
0,202723,Malcolm,Lee,Malcolm Lee,"Lee, Malcolm",M. Lee,malcolm-lee,1990-05-22T00:00:00,UCLA,USA,UCLA/USA,6-5,200,3,,Guard,Inactive,N,0,,,,,malcolm_lee,2011,2014,Y,Y,Y,2011,2,43,N
0,1905,Andrei,Kirilenko,Andrei Kirilenko,"Kirilenko, Andrei",A. Kirilenko,andrei-kirilenko,1981-02-18T00:00:00,CSKA Moscow,Russia,CSKA Moscow/Russia,6-9,235,13,,Forward,Inactive,N,0,,,,,andrei_kirilenko,2001,2014,N,Y,Y,1999,1,24,N
0,201967,Dante,Cunningham,Dante Cunningham,"Cunningham, Dante",D. Cunningham,dante-cunningham,1987-04-22T00:00:00,Villanova,USA,Villanova/USA,6-8,230,11,33,Forward,Inactive,N,1610612740,Pelicans,NOP,pelicans,New Orleans,dante_cunningham,2009,2018,N,Y,Y,2009,2,33,N
0,202419,Chris,Johnson,Chris Johnson,"Johnson, Chris",C. Johnson,chris-johnson,1985-07-17T00:00:00,Louisiana State,USA,Louisiana State/USA,6-11,210,4,20,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,chris_johnson,2010,2012,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,101153,Mickael,Gelabale,Mickael Gelabale,"Gelabale, Mickael",M. Gelabale,mickael-gelabale,1983-05-22T00:00:00,Real Madrid,France,Real Madrid/France,6-7,215,4,15,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,mickael_gelabale,2006,2012,Y,Y,Y,2005,2,48,N
0,201978,Chase,Budinger,Chase Budinger,"Budinger, Chase",C. Budinger,chase-budinger,1988-05-22T00:00:00,Arizona,USA,Arizona/USA,6-7,209,8,10,Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,chase_budinger,2009,2015,N,Y,Y,2009,2,44,N
0,200750,Brandon,Roy,Brandon Roy,"Roy, Brandon",B. Roy,brandon-roy,1984-07-23T00:00:00,Washington,USA,Washington/USA,6-6,211,6,3,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,brandon_roy,2006,2012,N,Y,Y,2006,1,6,N
0,203144,Alexey,Shved,Alexey Shved,"Shved, Alexey",A. Shved,alexey-shved,1988-12-16T00:00:00,CSKA Moscow,Russia,CSKA Moscow/Russia,6-6,187,3,1,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,alexey_shved,2012,2014,N,Y,Y,Undrafted,Undrafted,Undrafted,N
0,101142,Ronny,Turiaf,Ronny Turiaf,"Turiaf, Ronny",R. Turiaf,ronny-turiaf,1983-01-13T00:00:00,Gonzaga,France,Gonzaga/France,6-10,249,10,,Center,Inactive,N,0,,,,,ronny_turiaf,2005,2014,N,Y,Y,2005,2,37,N
0,2755,Kevin,Martin,Kevin Martin,"Martin, Kevin",K. Martin,kevin-martin,1983-02-01T00:00:00,Western Carolina,USA,Western Carolina/USA,6-7,199,13,23,Guard,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,kevin_martin,2004,2015,N,Y,Y,2004,1,26,N
0,203498,Shabazz,Muhammad,Shabazz Muhammad,"Muhammad, Shabazz",S. Muhammad,shabazz-muhammad,1992-11-13T00:00:00,UCLA,USA,UCLA/USA,6-6,221,6,15,Guard-Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,shabazz_muhammad,2013,2017,Y,Y,Y,2013,1,14,N
0,201601,Luc,Mbah a Moute,Luc Mbah a Moute,"Mbah a Moute, Luc",L. Mbah a Moute,luc-mbah-a-moute,1986-09-09T00:00:00,UCLA,Cameroon,UCLA/Cameroon,6-8,230,13,12,Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,luc_mbah a moute,2008,2019,N,Y,Y,2008,2,37,N
0,203133,Robbie,Hummel,Robbie Hummel,"Hummel, Robbie",R. Hummel,robbie-hummel,1989-03-08T00:00:00,Purdue,USA,Purdue/USA,6-9,219,3,4,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,robbie_hummel,2013,2014,N,Y,Y,2012,2,58,N
0,203476,Gorgui,Dieng,Gorgui Dieng,"Dieng, Gorgui",G. Dieng,gorgui-dieng,1990-01-18T00:00:00,Louisville,Senegal,Louisville/Senegal,6-10,248,11,41,Center,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,gorgui_dieng,2013,2022,N,Y,Y,2013,1,21,N
0,201785,Othyus,Jeffers,Othyus Jeffers,"Jeffers, Othyus",O. Jeffers,othyus-jeffers,1985-08-05T00:00:00,Robert Morris-Chicago,USA,Robert Morris-Chicago/USA,6-5,210,3,0,Guard-Forward,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,othyus_jeffers,2009,2013,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,202620,Arinze,Onuaku,Arinze Onuaku,"Onuaku, Arinze",A. Onuaku,arinze-onuaku,1987-07-13T00:00:00,Syracuse,USA,Syracuse/USA,6-9,255,3,,Forward-Center,Inactive,N,0,,,,,arinze_onuaku,2013,2016,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,203120,Justin,Hamilton,Justin Hamilton,"Hamilton, Justin",J. Hamilton,justin-hamilton,1990-04-01T00:00:00,Louisiana State,USA,Louisiana State/USA,7-0,255,4,41,Center,Inactive,N,1610612751,Nets,BKN,nets,Brooklyn,justin_hamilton,2013,2016,Y,Y,Y,2012,2,45,N
0,203461,Anthony,Bennett,Anthony Bennett,"Bennett, Anthony",A. Bennett,anthony-bennett,1993-03-14T00:00:00,UNLV,Canada,UNLV/Canada,6-8,235,5,,Forward,Inactive,N,0,,,,,anthony_bennett,2013,2016,Y,Y,Y,2013,1,1,N
0,203952,Andrew,Wiggins,Andrew Wiggins,"Wiggins, Andrew",A. Wiggins,andrew-wiggins,1995-02-23T00:00:00,Kansas,Canada,Kansas/Canada,6-7,197,9,22,Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,andrew_wiggins,2014,2023,N,Y,Y,2014,1,1,N
0,202390,Gary,Neal,Gary Neal,"Neal, Gary",G. Neal,gary-neal,1984-10-03T00:00:00,Towson,USA,Towson/USA,6-4,210,7,,Guard,Inactive,N,0,,,,,gary_neal,2010,2016,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,203897,Zach,LaVine,Zach LaVine,"LaVine, Zach",Z. LaVine,zach-lavine,1995-03-10T00:00:00,UCLA,USA,UCLA/USA,6-5,200,9,8,Guard,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,zach_lavine,2014,2023,N,Y,Y,2014,1,13,N
0,203485,Lorenzo,Brown,Lorenzo Brown,"Brown, Lorenzo",L. Brown,lorenzo-brown,1990-08-26T00:00:00,North Carolina State,USA,North Carolina State/USA,6-5,189,5,,Guard,Inactive,N,0,,,,,lorenzo_brown,2013,2018,Y,Y,Y,2013,2,52,N
0,203940,Adreian,Payne,Adreian Payne,"Payne, Adreian",A. Payne,adreian-payne,1991-02-19T00:00:00,Michigan State,USA,Michigan State/USA,6-10,237,4,,Forward,Inactive,N,0,,,,,adreian_payne,2014,2017,Y,Y,Y,2014,1,15,N
