...1.x,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,SEASON,...1.y,TeamID,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,feet,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,HOW_ACQUIRED,position_group
1,203498,2014-15,00,1610612750,MIN,22,38,13,866,194,397,0.489,20,51,0.392,104,145,0.717,63,91,154,44,18,7,35,49,512,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,203498,2015-16,00,1610612750,MIN,23,82,0,1682,317,681,0.465,44,152,0.289,185,242,0.764,100,167,267,52,24,7,70,94,863,2015,8,1610612750,00,Shabazz Muhammad,Shabazz,shabazz-muhammad,15,F,78,6,223,"NOV 13, 1992",23,2,UCLA,NA,forward
3,203498,2016-17,00,1610612750,MIN,24,78,1,1516,288,598,0.482,49,145,0.338,147,190,0.774,84,136,220,35,22,6,56,86,772,2016,7,1610612750,00,Shabazz Muhammad,Shabazz,shabazz-muhammad,15,F,78,6,223,"NOV 13, 1992",24,3,UCLA,NA,forward
4,203498,2017-18,00,1610612750,MIN,25,32,2,301,47,121,0.388,4,19,0.211,22,31,0.71,15,30,45,7,5,2,5,23,120,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,201593,2010-11,00,1610612750,MIN,25,65,11,887,136,263,0.517,0,0,0,87,114,0.763,90,103,193,27,18,35,91,181,359,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,201593,2011-12,00,1610612750,MIN,26,47,35,1264,256,454,0.564,0,0,0,139,187,0.743,181,165,346,31,29,31,87,98,651,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,201593,2012-13,00,1610612750,MIN,27,62,62,1959,385,741,0.52,0,0,0,241,324,0.744,230,315,545,53,43,50,101,143,1011,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,201593,2013-14,00,1610612750,MIN,28,54,54,1663,379,701,0.541,0,0,0,186,249,0.747,206,262,468,50,30,23,84,129,944,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,201593,2014-15,00,1610612750,MIN,29,31,29,815,139,328,0.424,0,0,0,108,129,0.837,89,145,234,27,19,12,42,59,386,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,201593,2015-16,00,1610612750,MIN,30,12,3,156,19,50,0.38,0,0,0,16,20,0.8,7,14,21,11,1,0,9,22,54,2015,7,1610612750,00,Nikola Pekovic,Nikola,nikola-pekovic,14,C,83,6,307,"JAN 03, 1986",30,5,Panathinaikos,NA,center
0,201937,2011-12,00,1610612750,MIN,21,41,31,1404,139,389,0.357,32,94,0.34,126,157,0.803,21,150,171,336,91,8,131,97,436,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,201937,2012-13,00,1610612750,MIN,22,57,47,1691,185,514,0.36,27,92,0.293,211,264,0.799,44,185,229,418,137,5,172,143,608,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,201937,2013-14,00,1610612750,MIN,23,82,82,2638,255,670,0.381,44,133,0.331,227,283,0.802,61,281,342,704,191,11,221,218,781,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,201937,2014-15,00,1610612750,MIN,24,22,22,692,78,219,0.356,13,51,0.255,57,71,0.803,19,106,125,193,38,1,64,59,226,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,201937,2015-16,00,1610612750,MIN,25,76,76,2323,219,586,0.374,62,190,0.326,266,314,0.847,40,286,326,658,162,10,193,201,766,2015,4,1610612750,00,Ricky Rubio,Ricky,ricky-rubio,9,G,76,6,194,"OCT 21, 1990",25,4,FC Barcelona,NA,guard
5,201937,2016-17,00,1610612750,MIN,26,75,75,2469,261,650,0.402,60,196,0.306,254,285,0.891,68,237,305,682,128,10,195,202,836,2016,5,1610612750,00,Ricky Rubio,Ricky,ricky-rubio,9,G,76,6,190,"OCT 21, 1990",26,5,FC Barcelona,NA,guard
9,201937,2020-21,00,1610612750,MIN,30,68,51,1772,193,498,0.388,66,214,0.308,130,150,0.867,28,195,223,433,98,4,111,139,582,2020,7,1610612750,00,Ricky Rubio,Ricky,ricky-rubio,9,G,75,6,190,"OCT 21, 1990",30,9,FC Barcelona,NA,guard
0,203897,2014-15,00,1610612750,MIN,20,77,40,1902,286,677,0.422,57,167,0.341,149,177,0.842,27,187,214,276,54,10,193,158,778,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,203897,2015-16,00,1610612750,MIN,21,82,33,2294,433,959,0.452,123,316,0.389,161,203,0.793,27,201,228,251,69,17,155,193,1150,2015,3,1610612750,00,Zach LaVine,Zach,zach-lavine,8,G,77,6,189,"MAR 10, 1995",21,1,UCLA,NA,guard
2,203897,2016-17,00,1610612750,MIN,22,47,47,1749,326,710,0.459,120,310,0.387,117,140,0.836,19,141,160,139,41,10,85,104,889,2016,4,1610612750,00,Zach LaVine,Zach,zach-lavine,8,G,77,6,185,"MAR 10, 1995",22,2,UCLA,NA,guard
0,203476,2013-14,00,1610612750,MIN,24,60,15,818,113,227,0.498,1,1,1,59,93,0.634,103,197,300,39,30,50,54,108,286,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,203476,2014-15,00,1610612750,MIN,25,73,49,2193,259,512,0.506,1,6,0.167,191,244,0.783,223,386,609,146,71,126,126,188,710,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,203476,2015-16,00,1610612750,MIN,26,82,39,2220,308,579,0.532,6,20,0.3,205,248,0.827,157,428,585,143,94,96,140,219,827,2015,2,1610612750,00,Gorgui Dieng,Gorgui,gorgui-dieng,5,C-F,83,6,241,"JAN 18, 1990",26,2,Louisville,NA,center
3,203476,2016-17,00,1610612750,MIN,27,82,82,2653,332,661,0.502,16,43,0.372,136,167,0.814,188,459,647,158,88,95,107,254,816,2016,3,1610612750,00,Gorgui Dieng,Gorgui,gorgui-dieng,5,F-C,83,6,240,"JAN 18, 1990",27,3,Louisville,NA,forward
4,203476,2017-18,00,1610612750,MIN,28,79,0,1333,186,388,0.479,19,61,0.311,79,102,0.775,106,254,360,71,45,39,59,147,470,2017,3,1610612750,00,Gorgui Dieng,Gorgui,gorgui-dieng,5,C,83,6,251,"JAN 18, 1990",28,4,Louisville,NA,center
5,203476,2018-19,00,1610612750,MIN,29,76,2,1031,189,377,0.501,19,56,0.339,88,106,0.83,81,230,311,72,48,41,57,134,485,2018,3,1610612750,00,Gorgui Dieng,Gorgui,gorgui-dieng,5,C,83,6,252,"JAN 18, 1990",29,5,Louisville,NA,center
6,203476,2019-20,00,1610612750,MIN,30,46,17,778,124,277,0.448,46,120,0.383,47,59,0.797,73,183,256,58,37,42,44,89,341,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,201575,2016-17,00,1610612750,MIN,31,47,33,1030,70,187,0.374,44,114,0.386,13,18,0.722,16,83,99,45,22,23,28,42,197,2016,2,1610612750,00,Brandon Rush,Brandon,brandon-rush,4,G-F,78,6,225,"JUL 07, 1985",31,8,Kansas,NA,guard
0,1627739,2016-17,00,1610612750,MIN,23,78,7,1333,118,313,0.377,21,73,0.288,36,59,0.61,24,142,166,188,78,36,89,178,293,2016,1,1610612750,00,Kris Dunn,Kris,kris-dunn,3,G,76,6,205,"MAR 18, 1994",23,R,Providence,NA,guard
0,1626145,2015-16,00,1610612750,MIN,20,37,0,573,56,156,0.359,16,53,0.302,28,39,0.718,7,40,47,108,31,3,33,33,156,2015,0,1610612750,00,Tyus Jones,Tyus,tyus-jones,1,G,74,6,195,"MAY 10, 1996",20,R,Duke,NA,guard
1,1626145,2016-17,00,1610612750,MIN,21,60,0,774,75,181,0.414,26,73,0.356,33,43,0.767,10,57,67,156,48,5,38,50,209,2016,0,1610612750,00,Tyus Jones,Tyus,tyus-jones,1,G,74,6,195,"MAY 10, 1996",21,1,Duke,NA,guard
2,1626145,2017-18,00,1610612750,MIN,22,82,11,1467,150,328,0.457,45,129,0.349,71,81,0.877,16,116,132,232,95,6,59,110,416,2017,1,1610612750,00,Tyus Jones,Tyus,tyus-jones,1,G,74,6,184,"MAY 10, 1996",22,2,Duke,NA,guard
3,1626145,2018-19,00,1610612750,MIN,23,68,23,1560,185,446,0.415,40,126,0.317,58,69,0.841,23,111,134,327,81,5,47,78,468,2018,1,1610612750,00,Tyus Jones,Tyus,tyus-jones,1,G,74,6,196,"MAY 10, 1996",23,3,Duke,NA,guard
10,201959,2017-18,00,1610612750,MIN,33,82,82,2726,425,737,0.577,7,35,0.2,142,185,0.768,194,390,584,99,62,59,89,218,999,2017,15,1610612750,00,Taj Gibson,Taj,taj-gibson,67,F,81,6,235,"JUN 24, 1985",33,8,USC,NA,forward
11,201959,2018-19,00,1610612750,MIN,34,70,57,1686,304,537,0.566,11,34,0.324,134,177,0.757,172,286,458,84,53,39,73,186,753,2018,17,1610612750,00,Taj Gibson,Taj,taj-gibson,67,F,81,6,232,"JUN 24, 1985",34,9,USC,NA,forward
8,202332,2016-17,00,1610612750,MIN,28,62,0,531,45,86,0.523,0,0,0,15,22,0.682,51,107,158,25,25,23,17,85,105,2016,13,1610612750,00,Cole Aldrich,Cole,cole-aldrich,45,C,83,6,250,"OCT 31, 1988",28,6,Kansas,NA,center
9,202332,2017-18,00,1610612750,MIN,29,21,0,49,5,15,0.333,0,0,0,2,6,0.333,3,12,15,3,2,1,1,11,12,2017,14,1610612750,00,Cole Aldrich,Cole,cole-aldrich,45,C,83,6,253,"OCT 31, 1988",29,7,Kansas,NA,center
0,1626157,2015-16,00,1610612750,MIN,20,82,82,2627,625,1153,0.542,30,88,0.341,223,275,0.811,229,629,858,161,58,138,183,245,1503,2015,11,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C-F,84,7,244,"NOV 15, 1995",20,R,Kentucky,#1 Pick in 2015 Draft,center
1,1626157,2016-17,00,1610612750,MIN,21,82,82,3030,802,1480,0.542,101,275,0.367,356,428,0.832,296,711,1007,220,56,103,212,241,2061,2016,11,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C,84,7,244,"NOV 15, 1995",21,1,Kentucky,#1 Pick in 2015 Draft,center
2,1626157,2017-18,00,1610612750,MIN,22,82,82,2918,639,1172,0.545,120,285,0.421,345,402,0.858,238,774,1012,199,64,115,159,285,1743,2017,13,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C,84,7,248,"NOV 15, 1995",22,2,Kentucky,#1 Pick in 2015 Draft,center
3,1626157,2018-19,00,1610612750,MIN,23,77,77,2545,681,1314,0.518,142,355,0.4,376,450,0.836,263,691,954,259,67,125,240,292,1880,2018,12,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C,84,7,248,"NOV 15, 1995",23,3,Kentucky,#1 Pick in 2015 Draft,center
4,1626157,2019-20,00,1610612750,MIN,24,35,35,1187,316,622,0.508,114,277,0.412,180,226,0.796,95,283,378,153,33,42,110,117,926,2019,14,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C-F,83,6,248,"NOV 15, 1995",24,4,Kentucky,#1 Pick in 2015 Draft,center
5,1626157,2020-21,00,1610612750,MIN,25,50,50,1689,425,875,0.486,122,315,0.387,267,311,0.859,133,396,529,225,39,57,160,186,1239,2020,13,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C-F,83,6,248,"NOV 15, 1995",25,5,Kentucky,#1 Pick in 2015 Draft,center
6,1626157,2021-22,00,1610612750,MIN,26,74,74,2475,642,1214,0.529,150,366,0.41,384,467,0.822,194,533,727,269,72,83,226,267,1818,2021,16,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C-F,83,6,248,"NOV 15, 1995",26,6,Kentucky,#1 Pick in 2015 Draft,center
7,1626157,2022-23,00,1610612750,MIN,27,29,29,957,212,428,0.495,60,164,0.366,118,135,0.874,48,188,236,140,20,17,86,111,602,2022,14,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C-F,84,7,248,"NOV 15, 1995",27,7,Kentucky,#1 Pick in 2015 Draft,center
8,1626157,2023-24,00,1610612750,MIN,28,11,11,366,87,187,0.465,22,65,0.338,35,38,0.921,11,91,102,25,10,6,28,31,231,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,201166,2017-18,00,1610612750,MIN,33,32,1,189,28,69,0.406,11,31,0.355,8,11,0.727,7,10,17,20,6,0,11,28,75,2017,12,1610612750,00,Aaron Brooks,Aaron,aaron-brooks,30,G,72,6,161,"JAN 14, 1985",33,9,Oregon,NA,guard
9,201565,2017-18,00,1610612750,MIN,29,9,0,112,23,54,0.426,1,6,0.167,5,5,1,3,3,6,11,4,0,7,2,52,2017,11,1610612750,00,Derrick Rose,Derrick,derrick-rose,25,G,75,6,190,"OCT 04, 1988",29,8,Memphis,NA,guard
11,201565,2018-19,00,1610612750,MIN,30,51,13,1392,363,753,0.482,54,146,0.37,137,160,0.856,33,107,140,220,31,12,82,57,917,2018,10,1610612750,00,Derrick Rose,Derrick,derrick-rose,25,G,75,6,200,"OCT 04, 1988",30,9,Memphis,NA,guard
0,1628383,2017-18,00,1610612750,MIN,21,1,0,4,1,2,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2017,10,1610612750,00,Justin Patton,Justin,justin-patton,24,C,84,7,236,"JUN 14, 1997",21,R,Creighton,NA,center
6,202710,2017-18,00,1610612750,MIN,28,59,59,2164,437,921,0.474,70,200,0.35,363,425,0.854,79,235,314,288,116,24,108,78,1307,2017,9,1610612750,00,Jimmy Butler,Jimmy,jimmy-butler,23,G,80,6,236,"SEP 14, 1989",28,6,Marquette,NA,guard
7,202710,2018-19,00,1610612750,MIN,29,10,10,361,74,157,0.471,17,45,0.378,48,61,0.787,16,36,52,43,24,10,14,18,213,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,203952,2014-15,00,1610612750,MIN,20,82,82,2969,497,1137,0.437,39,126,0.31,354,466,0.76,134,240,374,170,86,50,177,190,1387,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,203952,2015-16,00,1610612750,MIN,21,81,81,2845,594,1294,0.459,57,190,0.3,430,565,0.761,105,186,291,164,78,46,182,165,1675,2015,10,1610612750,00,Andrew Wiggins,Andrew,andrew-wiggins,22,G-F,80,6,199,"FEB 23, 1995",21,1,Kansas,NA,guard
2,203952,2016-17,00,1610612750,MIN,22,82,82,3048,709,1570,0.452,103,289,0.356,412,542,0.76,102,226,328,189,82,30,187,183,1933,2016,9,1610612750,00,Andrew Wiggins,Andrew,andrew-wiggins,22,F,80,6,199,"FEB 23, 1995",22,2,Kansas,NA,forward
3,203952,2017-18,00,1610612750,MIN,23,82,82,2979,569,1300,0.438,112,338,0.331,202,314,0.643,82,276,358,160,91,51,138,163,1452,2017,8,1610612750,00,Andrew Wiggins,Andrew,andrew-wiggins,22,F,80,6,202,"FEB 23, 1995",23,3,Kansas,NA,forward
4,203952,2018-19,00,1610612750,MIN,24,73,73,2543,498,1209,0.412,118,348,0.339,207,296,0.699,83,269,352,184,70,48,138,153,1321,2018,9,1610612750,00,Andrew Wiggins,Andrew,andrew-wiggins,22,F-G,80,6,194,"FEB 23, 1995",24,4,Kansas,NA,forward
5,203952,2019-20,00,1610612750,MIN,25,42,42,1455,351,790,0.444,91,275,0.331,149,207,0.72,48,171,219,155,29,36,107,101,942,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1627875,2017-18,00,1610612750,MIN,24,42,0,224,21,48,0.438,4,15,0.267,13,21,0.619,7,9,16,7,6,0,3,32,59,2017,7,1610612750,00,Marcus Georges-Hunt,Marcus,marcus-georges-hunt,13,G,77,6,226,"MAR 28, 1994",24,1,Georgia Tech,NA,guard
19,2037,2017-18,00,1610612750,MIN,38,80,0,1653,308,742,0.415,104,314,0.331,102,113,0.903,21,78,99,185,40,9,95,85,822,2017,6,1610612750,00,Jamal Crawford,Jamal,jamal-crawford,11,G,77,6,185,"MAR 20, 1980",38,17,Michigan,NA,guard
0,202357,2015-16,00,1610612750,MIN,28,60,0,1075,110,235,0.468,48,125,0.384,40,55,0.727,49,161,210,82,26,21,47,154,308,2015,13,1610612750,00,Nemanja Bjelica,Nemanja,nemanja-bjelica,88,F,82,6,240,"MAY 09, 1988",28,R,NA,NA,forward
1,202357,2016-17,00,1610612750,MIN,29,65,1,1190,151,356,0.424,56,177,0.316,45,61,0.738,57,187,244,79,40,20,59,154,403,2016,14,1610612750,00,Nemanja Bjelica,Nemanja,nemanja-bjelica,88,F,82,6,225,"MAY 09, 1988",29,1,NA,NA,forward
2,202357,2017-18,00,1610612750,MIN,30,67,21,1371,171,371,0.461,76,183,0.415,36,45,0.8,53,221,274,86,50,16,52,141,454,2017,4,1610612750,00,Nemanja Bjelica,Nemanja,nemanja-bjelica,8,F,82,6,230,"MAY 09, 1988",30,2,NA,NA,forward
0,203476,2013-14,00,1610612750,MIN,24,60,15,818,113,227,0.498,1,1,1,59,93,0.634,103,197,300,39,30,50,54,108,286,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,203476,2014-15,00,1610612750,MIN,25,73,49,2193,259,512,0.506,1,6,0.167,191,244,0.783,223,386,609,146,71,126,126,188,710,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,203476,2015-16,00,1610612750,MIN,26,82,39,2220,308,579,0.532,6,20,0.3,205,248,0.827,157,428,585,143,94,96,140,219,827,2015,2,1610612750,00,Gorgui Dieng,Gorgui,gorgui-dieng,5,C-F,83,6,241,"JAN 18, 1990",26,2,Louisville,NA,center
3,203476,2016-17,00,1610612750,MIN,27,82,82,2653,332,661,0.502,16,43,0.372,136,167,0.814,188,459,647,158,88,95,107,254,816,2016,3,1610612750,00,Gorgui Dieng,Gorgui,gorgui-dieng,5,F-C,83,6,240,"JAN 18, 1990",27,3,Louisville,NA,forward
4,203476,2017-18,00,1610612750,MIN,28,79,0,1333,186,388,0.479,19,61,0.311,79,102,0.775,106,254,360,71,45,39,59,147,470,2017,3,1610612750,00,Gorgui Dieng,Gorgui,gorgui-dieng,5,C,83,6,251,"JAN 18, 1990",28,4,Louisville,NA,center
5,203476,2018-19,00,1610612750,MIN,29,76,2,1031,189,377,0.501,19,56,0.339,88,106,0.83,81,230,311,72,48,41,57,134,485,2018,3,1610612750,00,Gorgui Dieng,Gorgui,gorgui-dieng,5,C,83,6,252,"JAN 18, 1990",29,5,Louisville,NA,center
6,203476,2019-20,00,1610612750,MIN,30,46,17,778,124,277,0.448,46,120,0.383,47,59,0.797,73,183,256,58,37,42,44,89,341,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1626148,2017-18,00,1610612750,MIN,25,1,0,4,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,3,2017,2,1610612750,00,Anthony Brown,Anthony,anthony-brown,3,F-G,79,6,224,"OCT 10, 1992",25,2,Stanford,NA,forward
0,1626145,2015-16,00,1610612750,MIN,20,37,0,573,56,156,0.359,16,53,0.302,28,39,0.718,7,40,47,108,31,3,33,33,156,2015,0,1610612750,00,Tyus Jones,Tyus,tyus-jones,1,G,74,6,195,"MAY 10, 1996",20,R,Duke,NA,guard
1,1626145,2016-17,00,1610612750,MIN,21,60,0,774,75,181,0.414,26,73,0.356,33,43,0.767,10,57,67,156,48,5,38,50,209,2016,0,1610612750,00,Tyus Jones,Tyus,tyus-jones,1,G,74,6,195,"MAY 10, 1996",21,1,Duke,NA,guard
2,1626145,2017-18,00,1610612750,MIN,22,82,11,1467,150,328,0.457,45,129,0.349,71,81,0.877,16,116,132,232,95,6,59,110,416,2017,1,1610612750,00,Tyus Jones,Tyus,tyus-jones,1,G,74,6,184,"MAY 10, 1996",22,2,Duke,NA,guard
3,1626145,2018-19,00,1610612750,MIN,23,68,23,1560,185,446,0.415,40,126,0.317,58,69,0.841,23,111,134,327,81,5,47,78,468,2018,1,1610612750,00,Tyus Jones,Tyus,tyus-jones,1,G,74,6,196,"MAY 10, 1996",23,3,Duke,NA,guard
8,201952,2017-18,00,1610612750,MIN,30,70,70,2311,354,794,0.446,84,228,0.368,202,239,0.845,24,185,209,492,102,23,177,171,994,2017,0,1610612750,00,Jeff Teague,Jeff,jeff-teague,0,G,74,6,189,"JUN 10, 1988",30,8,Wake Forest,NA,guard
9,201952,2018-19,00,1610612750,MIN,31,42,41,1264,176,416,0.423,35,105,0.333,123,153,0.804,16,90,106,343,43,18,97,90,510,2018,0,1610612750,00,Jeff Teague,Jeff,jeff-teague,0,G,74,6,195,"JUN 10, 1988",31,9,Wake Forest,NA,guard
10,201952,2019-20,00,1610612750,MIN,32,34,13,945,145,324,0.448,33,87,0.379,125,144,0.868,15,73,88,208,25,13,76,70,448,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,201959,2017-18,00,1610612750,MIN,33,82,82,2726,425,737,0.577,7,35,0.2,142,185,0.768,194,390,584,99,62,59,89,218,999,2017,15,1610612750,00,Taj Gibson,Taj,taj-gibson,67,F,81,6,235,"JUN 24, 1985",33,8,USC,NA,forward
11,201959,2018-19,00,1610612750,MIN,34,70,57,1686,304,537,0.566,11,34,0.324,134,177,0.757,172,286,458,84,53,39,73,186,753,2018,17,1610612750,00,Taj Gibson,Taj,taj-gibson,67,F,81,6,232,"JUN 24, 1985",34,9,USC,NA,forward
1,1628249,2018-19,00,1610612750,MIN,27,1,0,12,3,6,0.5,0,1,0,0,0,0,1,1,2,1,1,0,1,0,6,2018,16,1610612750,00,Mitchell Creek,Mitchell,mitchell-creek,55,F-G,78,6,225,"APR 27, 1992",27,R,NA,NA,forward
4,201229,2010-11,00,1610612750,MIN,26,65,4,1362,141,313,0.45,47,115,0.409,105,131,0.802,92,203,295,82,28,28,49,145,434,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,201229,2011-12,00,1610612750,MIN,27,51,0,882,71,182,0.39,25,101,0.248,41,55,0.745,50,103,153,22,18,19,35,86,208,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,201229,2018-19,00,1610612750,MIN,34,65,0,1079,99,259,0.382,81,215,0.377,47,60,0.783,15,162,177,46,17,21,36,91,326,2018,15,1610612750,00,Anthony Tolliver,Anthony,anthony-tolliver,43,F,80,6,250,"JUN 01, 1985",34,10,Creighton,NA,forward
3,203967,2018-19,00,1610612750,MIN,25,68,28,1627,256,564,0.454,97,253,0.383,105,120,0.875,105,266,371,101,41,6,72,143,714,2018,14,1610612750,00,Dario Saric,Dario,dario-saric,36,F,82,6,223,"APR 08, 1994",25,2,Anadolu Efes,NA,forward
6,203496,2018-19,00,1610612750,MIN,28,22,22,763,106,245,0.433,55,148,0.372,51,66,0.773,21,105,126,32,50,24,25,81,318,2018,13,1610612750,00,Robert Covington,Robert,robert-covington,33,F,81,6,225,"DEC 14, 1990",28,5,Tennessee State,NA,forward
8,203496,2019-20,00,1610612750,MIN,29,48,47,1411,216,496,0.435,108,312,0.346,75,94,0.798,36,251,287,56,80,45,73,148,615,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1626157,2015-16,00,1610612750,MIN,20,82,82,2627,625,1153,0.542,30,88,0.341,223,275,0.811,229,629,858,161,58,138,183,245,1503,2015,11,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C-F,84,7,244,"NOV 15, 1995",20,R,Kentucky,#1 Pick in 2015 Draft,center
1,1626157,2016-17,00,1610612750,MIN,21,82,82,3030,802,1480,0.542,101,275,0.367,356,428,0.832,296,711,1007,220,56,103,212,241,2061,2016,11,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C,84,7,244,"NOV 15, 1995",21,1,Kentucky,#1 Pick in 2015 Draft,center
2,1626157,2017-18,00,1610612750,MIN,22,82,82,2918,639,1172,0.545,120,285,0.421,345,402,0.858,238,774,1012,199,64,115,159,285,1743,2017,13,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C,84,7,248,"NOV 15, 1995",22,2,Kentucky,#1 Pick in 2015 Draft,center
3,1626157,2018-19,00,1610612750,MIN,23,77,77,2545,681,1314,0.518,142,355,0.4,376,450,0.836,263,691,954,259,67,125,240,292,1880,2018,12,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C,84,7,248,"NOV 15, 1995",23,3,Kentucky,#1 Pick in 2015 Draft,center
4,1626157,2019-20,00,1610612750,MIN,24,35,35,1187,316,622,0.508,114,277,0.412,180,226,0.796,95,283,378,153,33,42,110,117,926,2019,14,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C-F,83,6,248,"NOV 15, 1995",24,4,Kentucky,#1 Pick in 2015 Draft,center
5,1626157,2020-21,00,1610612750,MIN,25,50,50,1689,425,875,0.486,122,315,0.387,267,311,0.859,133,396,529,225,39,57,160,186,1239,2020,13,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C-F,83,6,248,"NOV 15, 1995",25,5,Kentucky,#1 Pick in 2015 Draft,center
6,1626157,2021-22,00,1610612750,MIN,26,74,74,2475,642,1214,0.529,150,366,0.41,384,467,0.822,194,533,727,269,72,83,226,267,1818,2021,16,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C-F,83,6,248,"NOV 15, 1995",26,6,Kentucky,#1 Pick in 2015 Draft,center
7,1626157,2022-23,00,1610612750,MIN,27,29,29,957,212,428,0.495,60,164,0.366,118,135,0.874,48,188,236,140,20,17,86,111,602,2022,14,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C-F,84,7,248,"NOV 15, 1995",27,7,Kentucky,#1 Pick in 2015 Draft,center
8,1626157,2023-24,00,1610612750,MIN,28,11,11,366,87,187,0.465,22,65,0.338,35,38,0.921,11,91,102,25,10,6,28,31,231,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1628966,2018-19,00,1610612750,MIN,23,30,3,503,60,142,0.423,13,52,0.25,18,28,0.643,16,67,83,17,18,14,14,29,151,2018,11,1610612750,00,Keita Bates-Diop,Keita,keita-bates-diop,31,F,81,6,229,"JAN 23, 1996",23,R,Ohio State,NA,forward
